,Descargá este archivo para editar haciendo click en Archivo/Descargar/Descargar como Excel,Lista de Precios,,,,Coef.costo,"0,63000",,Bonficacion General,"30,00 %"
,,,,,,Aumento,,,Descuento de Caja,"10,00 %"
,,Cotizador General,,,,Margen,,,IVA,
,,,,,,Coef./vta,"1,00000",,Descuento Extra,
,,1 de abril de 2026,,,,COTIZADOR,,,Total,"0,00"
Cód.,Rubro,Detalle Patron,Detalle Artículo,Precio,,Dto Extra,Costo,Venta,Cant.,SubTotal
84066,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90, 1/2.3/8  FF,"871,77",,,"549,22","549,22",,"0,00"
84067,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90, 3.21/2  FF,"59013,69",,,"37178,62","37.178,62",,"0,00"
84299,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,ROL.90° 3/8.1/2F/R.M(H),"3627,21",,,"2285,14","2.285,14",,"0,00"
84369,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90, 3.2    F/R.M(H),"103299,39",,,"65078,62","65.078,62",,"0,00"
84370,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,1/2.3/8  F/R.M(H),"3887,33",,,"2449,02","2.449,02",,"0,00"
84371,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,3/4.1/2  F/R.M(H),"4466,86",,,"2814,12","2.814,12",,"0,00"
84372,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90, 1.3/4  F/R.M(H),"6301,36",,,"3969,86","3.969,86",,"0,00"
84373,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,11/4.1    F/R.M(H),"10816,08",,,"6814,13","6.814,13",,"0,00"
84374,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,11/2.11/4 F/R.M(H),"30055,37",,,"18934,88","18.934,88",,"0,00"
84375,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,ROL.90° 1/2.3/4F/R.M(H),"5935,4",,,"3739,30","3.739,30",,"0,00"
84376,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,2.11/2 F/R.M(H),"40937,63",,,"25790,71","25.790,71",,"0,00"
84377,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90, 3/8.1/2 F/R.M(H),"2789,2",,,"1757,20","1.757,20",,"0,00"
88376,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,3/8.1/2 F/R. MET(M),"3640,86",,,"2293,74","2.293,74",,"0,00"
88377,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,3/4.1/2  F/R.M(M),"5759,8",,,"3628,67","3.628,67",,"0,00"
88378,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,  1.3/4  F/R.M(M),"8868,37",,,"5587,07","5.587,07",,"0,00"
88379,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,11/4.1    F/R.M(M),"17261,72",,,"10874,88","10.874,88",,"0,00"
88380,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,11/2.11/4 F/R.M(M),"35374,58",,,"22285,99","22.285,99",,"0,00"
88381,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,  2.11/2 F/R.M(M),"47270,95",,,"29780,70","29.780,70",,"0,00"
88382,A03 SALADILLO HIDRO3 SIST,CODO RED.H3 90,3.2    F/R.M(M),"111110,08",,,"69999,35","69.999,35",,"0,00"
81222,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 20MM 2 SALIDAS,"386111,98",,,"243250,55","243.250,55",,"0,00"
81223,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 20MM 3 SALIDAS,"454095,03",,,"286079,87","286.079,87",,"0,00"
81224,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 20MM 4 SALIDAS,"526693,11",,,"331816,66","331.816,66",,"0,00"
81225,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 20MM 5 SALIDAS,"596891,63",,,"376041,73","376.041,73",,"0,00"
81226,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 20MM 6 SALIDAS,"671038,43",,,"422754,21","422.754,21",,"0,00"
81227,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 20MM 7 SALIDAS,"737582,79",,,"464677,16","464.677,16",,"0,00"
81262,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 16MM 2 SALIDAS,"386111,98",,,"243250,55","243.250,55",,"0,00"
81263,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 16MM 3 SALIDAS,"454095,03",,,"286079,87","286.079,87",,"0,00"
81264,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 16MM 4 SALIDAS,"526693,11",,,"331816,66","331.816,66",,"0,00"
81265,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 16MM 5 SALIDAS,"596891,63",,,"376041,73","376.041,73",,"0,00"
81266,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 16MM 6 SALIDAS,"671038,43",,,"422754,21","422.754,21",,"0,00"
81267,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,CROMO 16MM 7 SALIDAS,"737582,79",,,"464677,16","464.677,16",,"0,00"
81732,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,MOD.STD.POLIAMIDA 20MM 2SAL.,"358190,73",,,"225660,16","225.660,16",,"0,00"
81733,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,MOD.STD.POLIAMIDA 20MM 3SAL.,"410010,31",,,"258306,50","258.306,50",,"0,00"
81734,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,MOD.STD.POLIAMIDA 20MM 4SAL.,"454901,74",,,"286588,10","286.588,10",,"0,00"
81735,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,MOD.STD.POLIAMIDA 20MM 5SAL.,"524957,95",,,"330723,51","330.723,51",,"0,00"
81736,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,MOD.STD.POLIAMIDA 20MM 6SAL.,"571736,46",,,"360193,97","360.193,97",,"0,00"
81737,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,MOD.STD.POLIAMIDA 20MM 7SAL.,"624533,58",,,"393456,16","393.456,16",,"0,00"
81972,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,POLIAMIDA 16MM 2 SALIDAS,"358190,73",,,"225660,16","225.660,16",,"0,00"
81973,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,POLIAMIDA 16MM 3 SALIDAS,"410010,31",,,"258306,50","258.306,50",,"0,00"
81974,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,POLIAMIDA 16MM 4 SALIDAS,"454901,74",,,"286588,10","286.588,10",,"0,00"
81975,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,POLIAMIDA 16MM 5 SALIDAS,"524957,95",,,"330723,51","330.723,51",,"0,00"
81976,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,POLIAMIDA 16MM 6 SALIDAS,"571736,46",,,"360193,97","360.193,97",,"0,00"
81977,A03 SALADILLO HIDRO3 SIST,COLECTOR MOD.STANDARD,POLIAMIDA 16MM 7 SALIDAS,"624533,58",,,"393456,16","393.456,16",,"0,00"
81232,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 20MM 2 SALIDAS,"424280,4",,,"267296,65","267.296,65",,"0,00"
81233,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 20MM 3 SALIDAS,"491362,64",,,"309558,46","309.558,46",,"0,00"
81234,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 20MM 4 SALIDAS,"565779,18",,,"356440,88","356.440,88",,"0,00"
81235,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 20MM 5 SALIDAS,"646847,05",,,"407513,64","407.513,64",,"0,00"
81236,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 20MM 6 SALIDAS,"723023,54",,,"455504,83","455.504,83",,"0,00"
81237,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 20MM 7 SALIDAS,"796969,76",,,"502090,95","502.090,95",,"0,00"
81272,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 16MM 2 SALIDAS,"424280,4",,,"267296,65","267.296,65",,"0,00"
81273,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 16MM 3 SALIDAS,"491362,64",,,"309558,46","309.558,46",,"0,00"
81274,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 16MM 4 SALIDAS,"565779,18",,,"356440,88","356.440,88",,"0,00"
81275,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 16MM 5 SALIDAS,"646847,05",,,"407513,64","407.513,64",,"0,00"
81276,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 16MM 6 SALIDAS,"723023,54",,,"455504,83","455.504,83",,"0,00"
81277,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,CROMO 16MM 7 SALIDAS,"796969,76",,,"502090,95","502.090,95",,"0,00"
81742,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 20MM 2 SALIDAS,"403400,94",,,"254142,59","254.142,59",,"0,00"
81743,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 20MM 3 SALIDAS,"450509,01",,,"283820,68","283.820,68",,"0,00"
81744,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 20MM 4 SALIDAS,"495693,54",,,"312286,93","312.286,93",,"0,00"
81745,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 20MM 5 SALIDAS,"549820,42",,,"346386,86","346.386,86",,"0,00"
81746,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 20MM 6 SALIDAS,"606195,64",,,"381903,25","381.903,25",,"0,00"
81747,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 20MM 7 SALIDAS,"677221,83",,,"426649,75","426.649,75",,"0,00"
81982,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 16MM 2 SALIDAS,"403400,94",,,"254142,59","254.142,59",,"0,00"
81983,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 16MM 3 SALIDAS,"450509,01",,,"283820,68","283.820,68",,"0,00"
81984,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 16MM 4 SALIDAS,"495693,54",,,"312286,93","312.286,93",,"0,00"
81985,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 16MM 5 SALIDAS,"549820,42",,,"346386,86","346.386,86",,"0,00"
81986,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 16MM 6 SALIDAS,"606195,64",,,"381903,25","381.903,25",,"0,00"
81987,A03 SALADILLO HIDRO3 SIST,COLECTOR MODELO LUXUS,POLIAMIDA 16MM 7 SALIDAS,"677221,83",,,"426649,75","426.649,75",,"0,00"
1320,A03 SALADILLO HIDRO3 SIST,COVERTHOR 10 MM GRIS H3,17MM (2 MTS) (A),"2025,43",,,"1276,02","1.276,02",,"0,00"
1321,A03 SALADILLO HIDRO3 SIST,COVERTHOR 10 MM GRIS H3,13MM (2 MTS) (A),"1450,55",,,"913,85","913,85",,"0,00"
1322,A03 SALADILLO HIDRO3 SIST,COVERTHOR 10 MM GRIS H3,20MM (2 MTS) (A),"2025,6",,,"1276,13","1.276,13",,"0,00"
1323,A03 SALADILLO HIDRO3 SIST,COVERTHOR 10 MM GRIS H3,32MM (2 MTS) (A),"2866,94",,,"1806,17","1.806,17",,"0,00"
1328,A03 SALADILLO HIDRO3 SIST,COVERTHOR 10 MM GRIS H3,27 MM (2 MTS) (A),"2481,66",,,"1563,45","1.563,45",,"0,00"
1329,A03 SALADILLO HIDRO3 SIST,COVERTHOR 10 MM GRIS H3,43MM (2 MTS) (A),"4225,11",,,"2661,82","2.661,82",,"0,00"
1330,A03 SALADILLO HIDRO3 SIST,COVERTHOR 10 MM GRIS H3,79MM (2 MTS) (A),"12882,11",,,"8115,73","8.115,73",,"0,00"
1340,A03 SALADILLO HIDRO3 SIST,COVERTHOR 10 MM GRIS H3,35MM (2 MTS) (A),"3046,9",,,"1919,55","1.919,55",,"0,00"
1341,A03 SALADILLO HIDRO3 SIST,COVERTHOR 10 MM GRIS H3,51MM (2 MTS) (A),"5650,3",,,"3559,69","3.559,69",,"0,00"
1310,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,3/8 (2 MTS) (A),"2407,77",,,"1516,90","1.516,90",,"0,00"
1311,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,1/2 (2 MTS) (A),"2703,39",,,"1703,14","1.703,14",,"0,00"
1312,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,3/4 (2 MTS) (A),"2883,08",,,"1816,34","1.816,34",,"0,00"
1313,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,1 (2 MTS) (A),"3925,7",,,"2473,19","2.473,19",,"0,00"
1314,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,11/4 (2 MTS) (A),"8184,26",,,"5156,08","5.156,08",,"0,00"
1315,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,11/2 (2 MTS) (A),"9320,32",,,"5871,80","5.871,80",,"0,00"
1316,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,2 (2 MTS) (A),"11153,52",,,"7026,72","7.026,72",,"0,00"
1317,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,21/2 (2 MTS) (A),17279,,,"10885,77","10.885,77",,"0,00"
1318,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,3´ (2 MTS) (A),"22782,54",,,"14353,00","14.353,00",,"0,00"
1319,A03 SALADILLO HIDRO3 SIST,COVERTHOR ALUMINIO H3,4 (2 mts) (A),"36402,93",,,"22933,85","22.933,85",,"0,00"
1301,A03 SALADILLO HIDRO3 SIST,COVERTHOR BLANCO H3,1/2 (2 MTS) (A),"1755,09",,,"1105,71","1.105,71",,"0,00"
1302,A03 SALADILLO HIDRO3 SIST,COVERTHOR BLANCO H3,3/4 (2 MTS) (A),"1927,13",,,"1214,09","1.214,09",,"0,00"
1303,A03 SALADILLO HIDRO3 SIST,COVERTHOR BLANCO H3,1 (2 MTS) (A),"2497,4",,,"1573,36","1.573,36",,"0,00"
1304,A03 SALADILLO HIDRO3 SIST,COVERTHOR BLANCO H3,11/4 (2 MTS) (A),"4228,88",,,"2664,19","2.664,19",,"0,00"
1305,A03 SALADILLO HIDRO3 SIST,COVERTHOR BLANCO H3,11/2 (2 MTS) (A),"5367,55",,,"3381,56","3.381,56",,"0,00"
1306,A03 SALADILLO HIDRO3 SIST,COVERTHOR BLANCO H3,2 (2 MTS) (A),"6605,13",,,"4161,23","4.161,23",,"0,00"
1307,A03 SALADILLO HIDRO3 SIST,COVERTHOR BLANCO H3,21/2 (2 MTS) (A),"9687,15",,,"6102,90","6.102,90",,"0,00"
1308,A03 SALADILLO HIDRO3 SIST,COVERTHOR BLANCO H3,3x2 MTS (A),"13226,6",,,"8332,76","8.332,76",,"0,00"
1309,A03 SALADILLO HIDRO3 SIST,COVERTHOR BLANCO H3,4x2 MTS (A),"21132,51",,,"13313,48","13.313,48",,"0,00"
1331,A03 SALADILLO HIDRO3 SIST,COVERTHOR XT H3,(1/2 X 2 MTS) (A),"8878,31",,,"5593,34","5.593,34",,"0,00"
1332,A03 SALADILLO HIDRO3 SIST,COVERTHOR XT H3,(3/4 X 2 MTS) (A),"9655,28",,,"6082,83","6.082,83",,"0,00"
1333,A03 SALADILLO HIDRO3 SIST,COVERTHOR XT H3,(1 X 2 MTS) (A),"10488,18",,,"6607,55","6.607,55",,"0,00"
84046,A03 SALADILLO HIDRO3 SIST,CUPLA C/UNION H3,1/2 F/R.METAL(H),"7897,92",,,"4975,69","4.975,69",,"0,00"
84047,A03 SALADILLO HIDRO3 SIST,CUPLA C/UNION H3,3/4 F/R.METAL(H),"12783,28",,,"8053,47","8.053,47",,"0,00"
84048,A03 SALADILLO HIDRO3 SIST,CUPLA C/UNION H3,1 F/R.METAL(H),"24406,9",,,"15376,35","15.376,35",,"0,00"
84020,A03 SALADILLO HIDRO3 SIST,CUPLA H3,3/8 FF,"401,9",,,"253,20","253,20",,"0,00"
84021,A03 SALADILLO HIDRO3 SIST,CUPLA H3,1/2 FF,"401,92",,,"253,21","253,21",,"0,00"
84022,A03 SALADILLO HIDRO3 SIST,CUPLA H3,3/4 FF,"671,37",,,"422,96","422,96",,"0,00"
84023,A03 SALADILLO HIDRO3 SIST,CUPLA H3,1 FF,"986,71",,,"621,63","621,63",,"0,00"
84024,A03 SALADILLO HIDRO3 SIST,CUPLA H3,11/4 FF,"2269,41",,,"1429,73","1.429,73",,"0,00"
84025,A03 SALADILLO HIDRO3 SIST,CUPLA H3,11/2 FF,"3686,89",,,"2322,74","2.322,74",,"0,00"
84026,A03 SALADILLO HIDRO3 SIST,CUPLA H3,2 FF,"6693,25",,,"4216,75","4.216,75",,"0,00"
84027,A03 SALADILLO HIDRO3 SIST,CUPLA H3,21/2 FF,"11408,37",,,"7187,27","7.187,27",,"0,00"
84028,A03 SALADILLO HIDRO3 SIST,CUPLA H3,3 FF,"14866,89",,,"9366,14","9.366,14",,"0,00"
84029,A03 SALADILLO HIDRO3 SIST,CUPLA H3,4 FF,"19842,63",,,"12500,86","12.500,86",,"0,00"
84049,A03 SALADILLO HIDRO3 SIST,CUPLA H3,5 FF,"31733,11",,,"19991,86","19.991,86",,"0,00"
85021,A03 SALADILLO HIDRO3 SIST,CUPLA H3,1/2 F/R.PLAST.(H),"701,17",,,"441,74","441,74",,"0,00"
85022,A03 SALADILLO HIDRO3 SIST,CUPLA H3,3/4 F/R.PLAST.(H),"1212,61",,,"763,94","763,94",,"0,00"
85023,A03 SALADILLO HIDRO3 SIST,CUPLA H3,1 F/R.PLAST.(H),"1910,63",,,"1203,70","1.203,70",,"0,00"
85024,A03 SALADILLO HIDRO3 SIST,CUPLA H3,11/4 F/R.PLAST.(H),"4347,83",,,"2739,13","2.739,13",,"0,00"
85025,A03 SALADILLO HIDRO3 SIST,CUPLA H3,11/2 F/R.PLAST.(H),"6618,78",,,"4169,83","4.169,83",,"0,00"
85026,A03 SALADILLO HIDRO3 SIST,CUPLA H3,2 F/R.PLAST.(H),"12210,88",,,"7692,85","7.692,85",,"0,00"
85370,A03 SALADILLO HIDRO3 SIST,CUPLA H3,3/8 F/R.PLAST.(M),"670,39",,,"422,35","422,35",,"0,00"
85371,A03 SALADILLO HIDRO3 SIST,CUPLA H3,1/2 F/R.PLAST.(M),"763,29",,,"480,87","480,87",,"0,00"
85372,A03 SALADILLO HIDRO3 SIST,CUPLA H3,3/4 F/R.PLAST.(M),"1255,47",,,"790,95","790,95",,"0,00"
85373,A03 SALADILLO HIDRO3 SIST,CUPLA H3,1 F/R.PLAST.(M),"1795,67",,,"1131,27","1.131,27",,"0,00"
85374,A03 SALADILLO HIDRO3 SIST,CUPLA H3,11/4 F/R.PLAST. (M),"4264,44",,,"2686,60","2.686,60",,"0,00"
85375,A03 SALADILLO HIDRO3 SIST,CUPLA H3,11/2 F/R.PLSAT.(M),"6817,31",,,"4294,91","4.294,91",,"0,00"
85376,A03 SALADILLO HIDRO3 SIST,CUPLA H3,2 F/R. PLAST.(M),"12576,31",,,"7923,08","7.923,08",,"0,00"
85302,A03 SALADILLO HIDRO3 SIST,CUPLA HEMBRA H3,1/2 F/R.METAL(H)**,"2683,35",,,"1690,51","1.690,51",,"0,00"
85303,A03 SALADILLO HIDRO3 SIST,CUPLA HEMBRA H3,3/4 F/R.METAL(H),"3907,08",,,"2461,46","2.461,46",,"0,00"
85304,A03 SALADILLO HIDRO3 SIST,CUPLA HEMBRA H3,1 F/R.METAL(H),"6718,55",,,"4232,69","4.232,69",,"0,00"
85305,A03 SALADILLO HIDRO3 SIST,CUPLA HEMBRA H3,11/4 F/R.METAL(H),"18661,88",,,"11756,98","11.756,98",,"0,00"
85306,A03 SALADILLO HIDRO3 SIST,CUPLA HEMBRA H3,11/2 F/R.METAL(H),"26340,14",,,"16594,29","16.594,29",,"0,00"
85307,A03 SALADILLO HIDRO3 SIST,CUPLA HEMBRA H3,2 F/R.METAL(H),"34839,98",,,"21949,19","21.949,19",,"0,00"
85308,A03 SALADILLO HIDRO3 SIST,CUPLA HEMBRA H3,3 F/R.METAL(H),"78624,32",,,"49533,32","49.533,32",,"0,00"
85309,A03 SALADILLO HIDRO3 SIST,CUPLA HEMBRA H3,3/8 F/R.METAL(H),"2839,87",,,"1789,12","1.789,12",,"0,00"
85310,A03 SALADILLO HIDRO3 SIST,CUPLA HEMBRA H3,21/2 F/R.METAL(H)**,"59674,52",,,"37594,95","37.594,95",,"0,00"
85311,A03 SALADILLO HIDRO3 SIST,CUPLA MACHO H3,1/2 F/R.METAL(M)**,"3500,98",,,"2205,62","2.205,62",,"0,00"
85312,A03 SALADILLO HIDRO3 SIST,CUPLA MACHO H3,3/4 F/R.METAL(M),"5079,17",,,"3199,88","3.199,88",,"0,00"
85313,A03 SALADILLO HIDRO3 SIST,CUPLA MACHO H3,1 F/R.METAL(M),8533,,,"5375,79","5.375,79",,"0,00"
85314,A03 SALADILLO HIDRO3 SIST,CUPLA MACHO H3,11/4 F/R.METAL(M),"22141,47",,,"13949,13","13.949,13",,"0,00"
85315,A03 SALADILLO HIDRO3 SIST,CUPLA MACHO H3,11/2 F/R.METAL(M)*,"30392,89",,,"19147,52","19.147,52",,"0,00"
85316,A03 SALADILLO HIDRO3 SIST,CUPLA MACHO H3,2 F/R.METAL(M),"45007,98",,,"28355,03","28.355,03",,"0,00"
85317,A03 SALADILLO HIDRO3 SIST,CUPLA MACHO H3,3 F/R.METAL(M),"102665,93",,,"64679,54","64.679,54",,"0,00"
85328,A03 SALADILLO HIDRO3 SIST,CUPLA MACHO H3,21/2 F/R.METAL(M)**,"84900,91",,,"53487,57","53.487,57",,"0,00"
88300,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,3/8.1/2 F/R METAL(H),"2790,74",,,"1758,17","1.758,17",,"0,00"
88301,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,1/2.3/8 F/R(H)METAL*,"2770,91",,,"1745,67","1.745,67",,"0,00"
88302,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,3/4.1/2  F/R.MET(H),"3881,24",,,"2445,18","2.445,18",,"0,00"
88303,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,3/4.3/8  F/R.MET(H),"4175,67",,,"2630,67","2.630,67",,"0,00"
88304,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,1.3/4  F/R.MET(H),"6439,05",,,"4056,60","4.056,60",,"0,00"
88305,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,1.1/2  F/R.MET(H),"5244,98",,,"3304,34","3.304,34",,"0,00"
88306,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,11/4.1    F/R.MET(H),"11479,06",,,"7231,81","7.231,81",,"0,00"
88307,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,11/4.3/4  F/R.MET(H),"8745,73",,,"5509,81","5.509,81",,"0,00"
88308,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,11/2.11/4 F/R.MET(H),"29318,62",,,"18470,73","18.470,73",,"0,00"
88309,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,11/2.1    F/R.MET(H),"13809,28",,,"8699,85","8.699,85",,"0,00"
88310,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,2.11/2 F/R.MET(H),"40534,89",,,"25536,98","25.536,98",,"0,00"
88311,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,2.11/4 F/R.MET(H),"33192,71",,,"20911,41","20.911,41",,"0,00"
88312,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,3.2    F/R.MET(H),"87752,66",,,"55284,18","55.284,18",,"0,00"
88314,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,3/4.1/2  F/R.MET(M),"5661,12",,,"3566,51","3.566,51",,"0,00"
88315,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,1.3/4  F/R.MET(M),"8392,31",,,"5287,16","5.287,16",,"0,00"
88316,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,1.1/2  F/R.MET(M),"6294,89",,,"3965,78","3.965,78",,"0,00"
88317,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,11/4.  1  F/R.MET(M),"15785,94",,,"9945,14","9.945,14",,"0,00"
88318,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,11/4.3/4  F/R.MET(M),"10301,48",,,"6489,93","6.489,93",,"0,00"
88319,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,11/2.11/4 F/R.MET(M),"31716,03",,,"19981,10","19.981,10",,"0,00"
88320,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,11/2.   1 F/R.MET(M),"18627,56",,,"11735,36","11.735,36",,"0,00"
88321,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,2.11/2 F/R.MET(M),"43638,26",,,"27492,10","27.492,10",,"0,00"
88322,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,2.11/4 F/R.MET(M),"35590,14",,,"22421,79","22.421,79",,"0,00"
88323,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,3.   2 F/R.MET(M),"94803,94",,,"59726,48","59.726,48",,"0,00"
88325,A03 SALADILLO HIDRO3 SIST,CUPLA RED.H3,3/8.1/2 F/R MET.(M),"3034,08",,,"1911,47","1.911,47",,"0,00"
84101,A03 SALADILLO HIDRO3 SIST,CUPLA REDUCC.H3,1/2.3/8  FF,"964,13",,,"607,40","607,40",,"0,00"
84102,A03 SALADILLO HIDRO3 SIST,CUPLA REDUCC.H3,3/4.1/2  FF,"968,15",,,"609,93","609,93",,"0,00"
84103,A03 SALADILLO HIDRO3 SIST,CUPLA REDUCC.H3,1.1/2  FF,"2526,22",,,"1591,52","1.591,52",,"0,00"
84104,A03 SALADILLO HIDRO3 SIST,CUPLA REDUCC.H3,1.3/4  FF,"2136,99",,,"1346,30","1.346,30",,"0,00"
84105,A03 SALADILLO HIDRO3 SIST,CUPLA REDUCC.H3,11/4.1    FF,"3406,25",,,"2145,94","2.145,94",,"0,00"
84106,A03 SALADILLO HIDRO3 SIST,CUPLA REDUCC.H3,11/2.11/4 FF,"5400,85",,,"3402,54","3.402,54",,"0,00"
84107,A03 SALADILLO HIDRO3 SIST,CUPLA REDUCC.H3,2.11/2 FF,"8718,87",,,"5492,89","5.492,89",,"0,00"
84108,A03 SALADILLO HIDRO3 SIST,CUPLA REDUCC.H3,3.2    FF,"41475,2",,,"26129,38","26.129,38",,"0,00"
84109,A03 SALADILLO HIDRO3 SIST,CUPLA REDUCC.H3,3.21/2 FF,"41475,2",,,"26129,38","26.129,38",,"0,00"
